event_id_cnty,event_date,year,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,country,admin1,location,latitude,longitude,fatalities,month_number,month_name,quarter,year_month,day_of_week,week_of_year,is_weekend,conflict_phase,location_type,urban_rural_classification,population_density_level,conflict_intensity_zone,distance_to_border_km,strategic_importance,primary_actor_name,primary_actor_type,primary_actor_affiliation,primary_actor_state_status,secondary_actor_name,secondary_actor_type,secondary_actor_affiliation,secondary_actor_state_status,economic_sector_affected,sector_category,sector_gdp_contribution,sector_employment_size,business_type_damaged,business_size,business_ownership,businesses_affected_count,trade_route_affected,trade_disruption_type,trade_goods_affected,trade_disruption_severity,economic_damage_usd,business_disruption_days,employment_loss_count,agriculture_land_affected_hectares,gdp_impact_local_percentage,affected_age_category,affected_population,children_affected_count,women_affected_count,vulnerable_groups_present,gender_distribution,displacement_type,displacement_duration_category,displacement_destination,displacement_conditions,primary_need_critical,need_urgency,healthcare_access_status,water_access_status,injured_count,displaced_persons,shelters_destroyed_count,humanitarian_aid_required_usd,infrastructure_primary,infrastructure_category,infrastructure_criticality,infrastructure_ownership,damage_severity,damage_type,structural_safety,repair_feasibility,service_disrupted,service_coverage_before,service_backup_exists,population_affected_by_outage,estimated_repair_cost_usd,infrastructure_downtime_days,capacity_loss_percentage,people_without_service_count,org_type_responding,org_mandate_primary,org_capacity_level,org_presence,diplomatic_action_type,diplomatic_level,responding_entity,response_position,media_coverage_type,media_reach_level,media_source_geography,media_framing,aid_orgs_responding_count,foreign_aid_pledged_usd,foreign_aid_delivered_usd,response_time_hours,media_coverage_score,conflict_type_legal,conflict_symmetry,conflict_intensity,international_law_framework,target_classification,weapon_method_primary,civilian_harm_circumstance,law_of_war_concern,combatant_casualties,civilian_casualties
CountryD288,2020-10-13,2020,Political violence,Violence against civilians,Attack,Military Group 3456,Unknown,External/Other forces,Civilian Group 1549,Actor 4924,Civilians,External/Other forces-Civilians,Country D,Region2,City94,32.2216,35.1447,0,10,October,4,20-Oct,Tuesday,42,0,Pre-Oct7 2016-2023,Town,Suburban,High,Moderate Tension,25,Medium,Military Group 3456,State Military,Independent,State Actor,Civilian Group 1549,Civilians,Independent,Civilians,Industry,Secondary,Minor <5%,Large >10k,Workshop,Small 5-50,Corporate,38,Internal Route 1,Border Closure,Food/Agriculture,Moderate,7708229,365,862,0,2.43,Mixed All Ages,16296,7036,7415,Multiple,Predominantly Male,Internally Displaced-IDP,Long-term >6mo,School Building,Overcrowded,Food,High Priority <72h,No Access,No Water Access,0,260,200,1648738,Hospital,Healthcare,Critical Life-Support,Government,Major 75-95%,Looting/Vandalism,Partially Collapsed,Reconstruction >6mo,Healthcare,High 70-90%,Yes Full Backup,1000-5000,20187757,125,89,4412,UN Agency,Emergency Medical,Large Global,Pre-existing,Condemnation,UN Security Council,Arab League,Pro-Country D/Country E,International Mainstream,Global Widespread,Social Media,Factual/Neutral,5,84640,41294,23,8,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilians Directly Targeted,Other,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryD289,2020-05-19,2020,Political violence,Violence against civilians,Attack,Military Group 3456,Unknown,External/Other forces,Civilian Group 1549,Unknown,Civilians,External/Other forces-Civilians,Country D,Region2,City18,31.7767,35.2342,0,5,May,2,20-May,Tuesday,21,0,Pre-Oct7 2016-2023,City,Urban,High,Moderate Tension,15,High,Military Group 3456,State Military,Independent,State Actor,Civilian Group 1549,Civilians,Independent,Civilians,Trade,Tertiary,Medium 5-20%,Large >10k,Market,Micro <5 emp,Corporate,18,Internal Route 1,Border Closure,Medical Supplies,Moderate,5349054,324,1297,0,2.6,Mixed All Ages,13924,4782,7566,Multiple,Predominantly Female,Refugee External,Medium-term 1-6mo,Tent Camp,Unsafe,Food,Urgent <24h,No Access,No Water Access,0,3170,200,382977,Road,Transportation,Medium Priority,Mixed,Major 75-95%,Fire Damage,Partially Collapsed,Reconstruction >6mo,Transportation,Partial 40-70%,Temporary Alternative,<100,14917027,105,77,0,Red Cross/Crescent,Shelter/Housing,Large Global,Pre-existing,Resolution Vote,UN General Assembly,Arab League,Condemning Both,Social Media Viral,Global Widespread,Western Media,Factual/Neutral,8,395218,243850,37,9,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilians Directly Targeted,Other,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryD290,2020-04-22,2020,Political violence,Violence against civilians,Attack,Military Group 3456,Unknown,External/Other forces,Civilian Group 1549,Unknown,Civilians,External/Other forces-Civilians,Country D,Region2,City113,31.9889,35.1591,0,4,April,2,20-Apr,Wednesday,17,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Moderate Tension,29,Low,Military Group 3456,State Military,Independent,State Actor,Civilian Group 1549,Civilians,Independent,Civilians,Trade,Tertiary,Minor <5%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Fuel/Energy,Moderate,10476412,365,1476,0,2.6,Mixed All Ages,8018,2881,3672,Multiple,Balanced,Evacuated,Long-term >6mo,UNRWA Shelter,Minimal Services,Food,Moderate <7d,Partial Access,Intermittent,0,7879,40,2837857,UN Facility,International Org,High Priority,UN/International,Major 75-95%,Structural Collapse,Partially Collapsed,Reconstruction >6mo,Transportation,Partial 40-70%,Partial Backup,20000-50000,17725077,174,94,22278,Local NGO,Shelter/Housing,Small Local,Pre-existing,Statement Only,Regional Bloc,UN,Condemning Both,Social Media Viral,Global Limited,Middle East Media,Humanitarian Focus,1,1353711,889779,32,5,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilians Directly Targeted,Arson,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryD291,2020-03-03,2020,Political violence,Violence against civilians,Attack,Military Group 3456,Unknown,External/Other forces,Civilian Group 1549,Unknown,Civilians,External/Other forces-Civilians,Country D,Region2,City19,31.7702,35.2462,0,3,March,1,20-Mar,Tuesday,10,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Moderate Tension,90,Low,Military Group 3456,State Military,Independent,State Actor,Civilian Group 1549,Civilians,Independent,Civilians,Services,Tertiary,Medium 5-20%,Small <1k,Retail Shop,Small 5-50,Corporate,38,Internal WB,Port/Airport Damage,Consumer Goods,Complete Halt,7865352,365,1931,0,2.2,Children 0-12,8695,3001,4261,Orphans,Balanced,Evacuated,Permanent,Relatives Home,Unsafe,Food,Urgent <24h,Medical Evac Required,Safe Water Available,0,1650,200,111119,Residential,Residential,Non-Critical,Community,Destroyed 95-100%,Shelling Damage,Fully Collapsed/Demolished,Beyond Repair/Replacement,Multiple Services,Partial 40-70%,No Backup,1000-5000,13510801,226,100,3121,Red Cross/Crescent,Food Security,Large Global,Deployed for Event,Condemnation,Regional Bloc,Individual Nation,Ceasefire Call,International Mainstream,Global Widespread,Global Mixed,Geopolitical Analysis,8,383034,238380,23,10,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilians Directly Targeted,Other,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryD292,2020-10-03,2020,Political violence,Violence against civilians,Attack,Actor 4589,Unknown,Political militia,Civilian Group 1549,Unknown,Civilians,Political militia-Civilians,Country D,Region2,City86,32.1522,35.2567,0,10,October,4,20-Oct,Saturday,40,1,Pre-Oct7 2016-2023,Town,Suburban,High,Moderate Tension,76,Medium,Actor 4589,Settlers,Settlers,Civilians,Civilian Group 1549,Civilians,Independent,Civilians,Public Sector,Tertiary,Minor <5%,Small <1k,Market,Medium 50-250,Government,22,Internal Route 1,Border Closure,Food/Agriculture,Moderate,5079149,365,470,0,3.66,Youth 13-18,19833,8662,9068,Multiple,Predominantly Male,Evacuated,Short-term <1mo,Relatives Home,Minimal Services,Clean Water,High Priority <72h,Partial Access,Intermittent,0,3055,186,3268053,Road,Transportation,Medium Priority,Mixed,Major 75-95%,Fire Damage,Partially Collapsed,Reconstruction >6mo,Transportation,Full 90-100%,Temporary Alternative,20000-50000,17114647,170,75,30415,Local NGO,Emergency Medical,Large Global,Pre-existing,Resolution Vote,Regional Bloc,UN,Neutral/Balanced,International Mainstream,Global Widespread,Global Mixed,Humanitarian Focus,0,0,0,0,7,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,Other,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryD293,2020-05-04,2020,Political violence,Violence against civilians,Attack,Military Group 3456,Unknown,External/Other forces,Civilian Group 1549,Unknown,Civilians,External/Other forces-Civilians,Country D,Region2,City143,32.0354,35.2856,0,5,May,2,20-May,Monday,19,0,Pre-Oct7 2016-2023,Town,Suburban,High,Moderate Tension,108,Low,Military Group 3456,State Military,Independent,State Actor,Civilian Group 1549,Civilians,Independent,Civilians,Trade,Tertiary,Medium 5-20%,Small <1k,Workshop,Small 5-50,Corporate,37,Internal Route 1,Blockade,Food/Agriculture,Moderate,4820332,344,438,0,2.8,Children 0-12,15536,6532,7618,Pregnant,Balanced,Evacuated,Long-term >6mo,Street/Outdoors,Critical/Dire,Clean Water,Moderate <7d,Full Access,No Water Access,0,1219,200,2271641,Hospital,Healthcare,Critical Life-Support,Government,Major 75-95%,Shelling Damage,Partially Collapsed,Reconstruction >6mo,Healthcare,Full 90-100%,Temporary Alternative,<100,35597709,247,77,0,Intl NGO,Food Security,Medium Regional,Scaling Up,Condemnation,UN Security Council,UN,Neutral/Balanced,Regional Coverage,Regional,Middle East Media,Humanitarian Focus,2,1588264,780265,32,4,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilians Directly Targeted,Other,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryD294,2020-03-23,2020,Political violence,Violence against civilians,Attack,Military Group 3456,Unknown,External/Other forces,Civilian Group 1549,Unknown,Civilians,External/Other forces-Civilians,Country D,Region2,City76,32.2173,35.3213,0,3,March,1,20-Mar,Monday,13,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Moderate Tension,75,Low,Military Group 3456,State Military,Independent,State Actor,Civilian Group 1549,Civilians,Independent,Civilians,Services,Tertiary,Medium 5-20%,Large >10k,Office,Medium 50-250,Family-owned,39,Internal Route 1,Border Closure,Food/Agriculture,Moderate,6932393,192,701,0,4.18,Mixed All Ages,14649,5298,7918,Pregnant,Balanced,Internally Displaced-IDP,Permanent,Relatives Home,Minimal Services,Clean Water,Moderate <7d,Partial Access,Intermittent,0,9430,14,1278398,Residential,Residential,Non-Critical,Community,Major 75-95%,Fire Damage,Partially Collapsed,Reconstruction >6mo,Multiple Services,High 70-90%,No Backup,>50000,9090896,156,83,53248,UN Agency,Multi-Sector,Large Global,Remote Coordination,Condemnation,Bilateral Country,Individual Nation,Ceasefire Call,Regional Coverage,Regional,Middle East Media,Factual/Neutral,2,1554960,829821,22,5,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilians Directly Targeted,Arson,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryD295,2020-02-06,2020,Political violence,Battles,Armed clash,Military Group 3456,Unknown,External/Other forces,Actor 4853,Military Group 4215,Political militia,Political militia-External/Other forces,Country D,Region2,City91,32.4594,35.3009,1,2,February,1,20-Feb,Thursday,6,0,Pre-Oct7 2016-2023,Town,Suburban,High,Moderate Tension,123,Low,Military Group 3456,State Military,Independent,State Actor,Actor 4853,Militia,Independent,Non-State Armed Group,Industry,Secondary,Minor <5%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Checkpoint Closure,Food/Agriculture,Moderate,3499148,161,466,0,1.96,Mixed All Ages,4022,1520,2192,Multiple,Balanced,Refugee External,Permanent,Unknown,Critical/Dire,Medical Care,High Priority <72h,Medical Evac Required,Intermittent,5,1726,195,1183024,Residential,Residential,Non-Critical,Community,Major 75-95%,Multiple Types,Partially Collapsed,Reconstruction >6mo,Multiple Services,High 70-90%,Partial Backup,1000-5000,29273274,182,82,3977,Local NGO,Emergency Medical,Large Global,Pre-existing,Resolution Vote,Regional Bloc,Individual Nation,Ceasefire Call,Social Media Viral,Global Widespread,Middle East Media,Geopolitical Analysis,0,0,0,0,8,International Armed Conflict,Asymmetric State vs Non-State,Skirmish,Geneva Conventions Apply,Civilian Infrastructure,Small Arms/Rifles,Disproportionate Force,Proportionality Question,0,1
CountryD296,2020-10-30,2020,Political violence,Violence against civilians,Attack,Military Group 3456,Unknown,External/Other forces,Civilian Group 1549,Actor 4457,Civilians,External/Other forces-Civilians,Country D,Region2,City7,32.5082,35.3132,0,10,October,4,20-Oct,Friday,44,1,Pre-Oct7 2016-2023,Town,Suburban,Medium,Moderate Tension,33,Low,Military Group 3456,State Military,Independent,State Actor,Civilian Group 1549,Civilians,Independent,Civilians,Industry,Secondary,Minor <5%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,10447257,365,1953,0,1.71,Adults 19-60,16841,6539,8778,Multiple,Balanced,Evacuated,Medium-term 1-6mo,UNRWA Shelter,Minimal Services,Multiple Critical,Moderate <7d,Partial Access,Intermittent,0,9142,200,3465168,Commercial,Commercial,Medium Priority,Private Sector,Major 75-95%,Structural Collapse,Partially Collapsed,Reconstruction >6mo,Multiple Services,High 70-90%,Yes Full Backup,1000-5000,25662855,242,77,1143,Local NGO,Emergency Medical,Small Local,Scaling Up,Resolution Vote,UN General Assembly,OIC,Condemning Both,Social Media Viral,Global Limited,Western Media,Sympathetic to Victims,2,805620,553933,26,6,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilians Directly Targeted,Small Arms/Rifles,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryD297,2016-06-23,2016,Political violence,Violence against civilians,Attack,Military Group 3456,Unknown,External/Other forces,Civilian Group 1549,Unknown,Civilians,External/Other forces-Civilians,Country D,Region2,City20,31.7368,35.2334,0,6,June,2,16-Jun,Thursday,25,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Moderate Tension,10,Medium,Military Group 3456,State Military,Independent,State Actor,Civilian Group 1549,Civilians,Independent,Civilians,Services,Tertiary,Medium 5-20%,Large >10k,Retail Shop,Small 5-50,Family-owned,28,Internal WB,Border Closure,Fuel/Energy,Severe,4021277,68,74,0,2.0,Mixed All Ages,1755,629,802,Multiple,Predominantly Female,Trapped Unable to Leave,Medium-term 1-6mo,Tent Camp,Unsafe,Clean Water,Moderate <7d,No Access,No Water Access,0,1851,90,1034841,Commercial,Commercial,Medium Priority,Private Sector,Minor <25%,Shelling Damage,Safe/Operational,Quick Repair <1mo,Multiple Services,Full 90-100%,No Backup,20000-50000,17510114,13,9,27982,Local NGO,Protection/Rights,Small Local,Remote Coordination,Condemnation,Bilateral Country,UN,Ceasefire Call,Regional Coverage,Regional,Global Mixed,Sympathetic to Victims,1,606824,203917,23,4,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilians Directly Targeted,IED/Explosives,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryD298,2016-05-04,2016,Political violence,Battles,Armed clash,Military Group 3456,Unknown,External/Other forces,Political Group 2452,Unknown,Political militia,Political militia-External/Other forces,Country D,Region1,City59,31.5134,34.4751,0,5,May,2,16-May,Wednesday,18,0,Pre-Oct7 2016-2023,City,Urban,Very High,Moderate Tension,104,High,Military Group 3456,State Military,Independent,State Actor,Political Group 2452,Armed Group,Political Org 2,Non-State Armed Group,Services,Tertiary,Minor <5%,Medium 1k-10k,Workshop,Medium 50-250,Family-owned,29,Internal Route 1,Border Closure,Fuel/Energy,Moderate,2962147,235,1190,0,0.67,Mixed All Ages,7774,3475,3794,Pregnant,Balanced,Internally Displaced-IDP,Permanent,Relatives Home,Overcrowded,Multiple Critical,Moderate <7d,Partial Access,Unsafe Water Only,0,2143,51,2323268,Port,Transportation,Non-Critical,Mixed,Major 75-95%,Shelling Damage,Partially Collapsed,Reconstruction >6mo,Transportation,High 70-90%,Temporary Alternative,1000-5000,13606786,122,86,1973,Intl NGO,Food Security,Medium Regional,Pre-existing,No Action,Bilateral Country,UN,Pro-Country D/Country E,International Mainstream,Global Limited,Western Media,Geopolitical Analysis,2,1010668,578820,6,7,International Armed Conflict,Asymmetric State vs Non-State,Skirmish,Geneva Conventions Apply,Military Personnel,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryD299,2016-07-22,2016,Political violence,Violence against civilians,Attack,Actor 4853,Unknown,Political militia,Civilian Group 1549,Actor 4589,Civilians,Political militia-Civilians,Country D,Region2,City43,31.6976,35.2289,0,7,July,3,16-Jul,Friday,29,1,Pre-Oct7 2016-2023,Town,Suburban,Medium,Moderate Tension,6,Low,Actor 4853,Militia,Independent,Non-State Armed Group,Civilian Group 1549,Civilians,Independent,Civilians,Services,Tertiary,Medium 5-20%,Medium 1k-10k,Workshop,Large 250+,Family-owned,9,Internal Route 1,Road Destruction,Industrial,Moderate,1765498,107,70,0,0.44,Adults 19-60,6378,2132,3014,Multiple,Balanced,Refugee External,Permanent,UNRWA Shelter,Unsafe,Food,High Priority <72h,Medical Evac Required,No Water Access,0,305,32,88822,Port,Transportation,Non-Critical,Mixed,Destroyed 95-100%,Shelling Damage,Fully Collapsed/Demolished,Beyond Repair/Replacement,Transportation,Partial 40-70%,No Backup,100-1000,5062235,226,100,158,Red Cross/Crescent,Food Security,Large Global,Pre-existing,Condemnation,Regional Bloc,OIC,Neutral/Balanced,International Mainstream,Global Widespread,Western Media,Humanitarian Focus,13,358728,142264,44,9,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,IED/Explosives,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryD300,2016-01-07,2016,Political violence,Battles,Armed clash,Actor 4853,Unknown,Political militia,Military Group 3456,Unknown,External/Other forces,Political militia-External/Other forces,Country D,Region2,City98,31.65,35.1167,3,1,January,1,16-Jan,Thursday,1,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Moderate Tension,67,Low,Actor 4853,Militia,Independent,Non-State Armed Group,Military Group 3456,State Military,Independent,State Actor,Services,Tertiary,Medium 5-20%,Medium 1k-10k,Workshop,Medium 50-250,Family-owned,27,Internal Route 1,Port/Airport Damage,Food/Agriculture,Moderate,1387523,270,246,0,0.29,Children 0-12,3261,1174,1783,Multiple,Predominantly Male,Internally Displaced-IDP,Permanent,Relatives Home,Minimal Services,Medical Care,High Priority <72h,No Access,Safe Water Available,21,2073,21,1467039,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Full 90-100%,Partial Backup,<100,0,0,0,0,Multiple Types,Food Security,Small Local,Deployed for Event,Condemnation,Regional Bloc,Individual Nation,Ceasefire Call,Social Media Viral,Global Limited,Middle East Media,Geopolitical Analysis,9,501182,165601,33,7,International Armed Conflict,Internal Factional,Firefight,Geneva Conventions Apply,Military Personnel,Knife/Stabbing,Disproportionate Force,Proportionality Question,2,1
CountryD301,2017-07-19,2017,Political violence,Violence against civilians,Attack,Actor 4589,Unknown,Political militia,Civilian Group 1549,Unknown,Civilians,Political militia-Civilians,Country D,Region2,City84,31.5294,35.0938,0,7,July,3,17-Jul,Wednesday,29,0,Pre-Oct7 2016-2023,City,Urban,High,Moderate Tension,8,Medium,Actor 4589,Settlers,Settlers,Civilians,Civilian Group 1549,Civilians,Independent,Civilians,Services,Tertiary,Medium 5-20%,Medium 1k-10k,Service Center,Micro <5 emp,Cooperative,14,Internal Route 1,Checkpoint Closure,Construction Materials,Severe,1679671,144,759,0,1.11,Children 0-12,4761,1518,2427,Multiple,Balanced,Internally Displaced-IDP,Long-term >6mo,Unknown,Overcrowded,Food,Urgent <24h,Partial Access,No Water Access,0,3133,139,200002,Hospital,Healthcare,Critical Life-Support,Government,Destroyed 95-100%,Multiple Types,Fully Collapsed/Demolished,Beyond Repair/Replacement,Healthcare,Full 90-100%,Temporary Alternative,1000-5000,6462248,568,100,1239,UN Agency,Protection/Rights,Large Global,Pre-existing,Statement Only,UN General Assembly,UN,Pro-Country D/Country E,Regional Coverage,Regional,Western Media,Sympathetic to Victims,2,858838,732116,34,3,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,IED/Explosives,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryD302,2017-09-03,2017,Political violence,Violence against civilians,Attack,Military Group 3456,Unknown,External/Other forces,Civilian Group 1549,Unknown,Civilians,External/Other forces-Civilians,Country D,Region2,City99,31.4422,35.1429,0,9,September,3,17-Sep,Sunday,35,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Moderate Tension,34,Low,Military Group 3456,State Military,Independent,State Actor,Civilian Group 1549,Civilians,Independent,Civilians,Trade,Tertiary,Minor <5%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,0,Internal WB,Port/Airport Damage,Consumer Goods,Severe,1703058,201,567,0,1.3,Mixed All Ages,10411,4051,5118,Multiple,Balanced,Internally Displaced-IDP,Medium-term 1-6mo,Relatives Home,Unsafe,Shelter,High Priority <72h,Partial Access,No Water Access,0,2428,35,1438082,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Low <40%,Temporary Alternative,<100,0,0,0,0,UN Agency,Protection/Rights,Large Global,Remote Coordination,Statement Only,Bilateral Country,Individual Nation,Neutral/Balanced,Social Media Viral,Global Limited,Middle East Media,Factual/Neutral,5,292063,150835,13,6,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilians Directly Targeted,Vehicle Attack,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryD303,2017-03-18,2017,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3456,Unknown,External/Other forces,Political Group 2452,Unknown,Political militia,Political militia-External/Other forces,Country D,Region1,City49,31.5541,34.5016,0,3,March,1,17-Mar,Saturday,11,1,Pre-Oct7 2016-2023,Town,Suburban,Medium,Moderate Tension,49,Low,Military Group 3456,State Military,Independent,State Actor,Political Group 2452,Armed Group,Political Org 2,Non-State Armed Group,Services,Tertiary,Medium 5-20%,Small <1k,Retail Shop,Small 5-50,Family-owned,21,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1942931,94,467,0,3.1,Mixed All Ages,13988,4703,7590,Multiple,Balanced,Trapped Unable to Leave,Permanent,Relatives Home,Unsafe,Food,High Priority <72h,No Access,Intermittent,0,5516,200,2687735,Port,Transportation,Non-Critical,Mixed,Major 75-95%,Structural Collapse,Partially Collapsed,Reconstruction >6mo,Transportation,Partial 40-70%,Yes Full Backup,>50000,10031455,229,80,106778,Intl NGO,Multi-Sector,Large Global,Pre-existing,Condemnation,UN Security Council,UN,Neutral/Balanced,Social Media Viral,Global Limited,Middle East Media,Humanitarian Focus,4,1201528,988217,43,7,International Armed Conflict,Asymmetric State vs Non-State,Skirmish,Geneva Conventions Apply,Military Personnel,Airstrike/Bombs,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryE1,2024-09-23,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3465,Unknown,External/Other forces,Actor 2608,Unknown,Political militia,Political militia-External/Other forces,Country E,Region7,City25,33.2572,35.3986,0,9,September,3,24-Sep,Monday,39,0,Major Conflict 2023-2024,Town,Suburban,High,Active Combat Zone,32,Medium,Military Group 3465,State Military,Independent,State Actor,Actor 2608,Armed Group,Political Org 1,Non-State Armed Group,Agriculture,Primary,Minor <5%,Medium 1k-10k,Retail Shop,Micro <5 emp,Corporate,288,Country E-Country A,Road Destruction,Medical Supplies,Moderate,27780534,365,5000,1000,5.0,Adults 19-60,26530,8043,12253,Orphans,Balanced,Evacuated,Permanent,Relatives Home,Critical/Dire,Medical Care,High Priority <72h,Medical Evac Required,No Water Access,0,50000,200,11391580,School,Education,High Priority,Government,Major 75-95%,Multiple Types,Partially Collapsed,Reconstruction >6mo,Education,Full 90-100%,No Backup,5000-20000,39942251,350,89,10918,Local NGO,Shelter/Housing,Large Global,Deployed for Event,Resolution Vote,Bilateral Country,Arab League,Ceasefire Call,International Mainstream,Global Limited,Global Mixed,Balanced,1,4380358,3854429,35,6,International Armed Conflict,Asymmetric State vs Non-State,Skirmish,Geneva Conventions Apply,Military Personnel,IED/Explosives,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryE2,2024-08-03,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3465,Unknown,External/Other forces,Actor 2608,Unknown,Political militia,Political militia-External/Other forces,Country E,Region1,City64,33.2482,35.5194,0,8,August,3,24-Aug,Saturday,31,1,Major Conflict 2023-2024,Town,Suburban,High,Active Combat Zone,23,Low,Military Group 3465,State Military,Independent,State Actor,Actor 2608,Armed Group,Political Org 1,Non-State Armed Group,Agriculture,Primary,Minor <5%,Small <1k,Retail Shop,Medium 50-250,Family-owned,310,Internal Route 1,Border Closure,Food/Agriculture,Moderate,30207780,365,609,1000,5.0,Mixed All Ages,92943,39498,50552,Multiple,Balanced,Refugee External,Permanent,Tent Camp,Minimal Services,Clean Water,High Priority <72h,Full Access,No Water Access,0,40260,200,17624534,School,Education,High Priority,Government,Severe 50-75%,Multiple Types,Unsafe-Evacuated,Reconstruction >6mo,Education,Full 90-100%,No Backup,5000-20000,72470424,151,70,15526,Local NGO,Shelter/Housing,Large Global,Pre-existing,Condemnation,UN General Assembly,OIC,Neutral/Balanced,Social Media Viral,Global Limited,Middle East Media,Factual/Neutral,2,146828,97659,44,5,International Armed Conflict,Asymmetric State vs Non-State,Skirmish,Geneva Conventions Apply,Military Personnel,Airstrike/Bombs,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryE3,2024-09-24,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3465,Unknown,External/Other forces,Actor 2608,Unknown,Political militia,Political militia-External/Other forces,Country E,Region2,City52,34.0797,36.2067,0,9,September,3,24-Sep,Tuesday,39,0,Major Conflict 2023-2024,Town,Suburban,Medium,Active Combat Zone,7,Medium,Military Group 3465,State Military,Independent,State Actor,Actor 2608,Armed Group,Political Org 1,Non-State Armed Group,Industry,Secondary,Medium 5-20%,Medium 1k-10k,Retail Shop,Small 5-50,Family-owned,175,Airport,Road Destruction,Consumer Goods,Moderate,14545140,365,5000,0,5.0,Adults 19-60,21660,6945,10136,Refugees,Predominantly Female,Internally Displaced-IDP,Permanent,UNRWA Shelter,Unsafe,Food,Moderate <7d,Partial Access,No Water Access,0,3493,200,4713468,School,Education,High Priority,Government,Moderate 25-50%,Shelling Damage,Needs Minor Repair,Medium Repair 1-6mo,Education,Full 90-100%,No Backup,5000-20000,78345610,31,48,6043,Red Cross/Crescent,Emergency Medical,Large Global,Scaling Up,Resolution Vote,Regional Bloc,Individual Nation,Neutral/Balanced,Social Media Viral,Global Widespread,Middle East Media,Factual/Neutral,7,2952280,1690551,44,8,International Armed Conflict,Asymmetric State vs Non-State,Skirmish,Geneva Conventions Apply,Military Personnel,IED/Explosives,No Civilians Present/Harmed,No Apparent Violation,0,0
